商品ID,类别ID,门店编号,单价,销量,成交时间,订单ID
30020095,923000010,CDNL,7.6,1.165,2017/1/3 16:17,20170103CDLG000210052946
30023041,923000006,CDNL,3.2,1.927,2017/1/3 16:17,20170103CDLG000210052946
30020269,923000101,CDNL,7.6,1.679,2017/1/3 16:17,20170103CDLG000210052946
30045601,912060301,CDNL,19.62,0.325,2017/1/3 16:17,20170103CDLG000210052946
29989155,923000002,CDNL,4.8,2.413,2017/1/3 16:17,20170103CDLG000210052946
30022232,960000000,CDNL,0.3,1,2017/1/3 16:17,20170103CDLG000210052946
30022232,960000000,CDNL,0.3,1,2017/1/3 16:17,20170103CDLG000210052946
30099528,912060303,CDNL,23.21,0.284,2017/1/3 16:17,20170103CDLG000210052946
30169440,912060303,CDNL,33.18,0.289,2017/1/3 16:17,20170103CDLG000210052946
29989143,923000001,CDNL,5,1.301,2017/1/3 16:17,20170103CDLG000210052946
29989172,923000002,CDNL,9.6,1.132,2017/1/3 16:17,20170103CDLG000210052946
29989156,923000000,CDNL,10.81,0.59,2017/1/3 16:23,20170103CDLG000210052947
29989152,923000001,CDNL,5.6,0.886,2017/1/3 16:23,20170103CDLG000210052947
30179817,914100104,CDNL,2.32,1,2017/1/3 16:23,20170103CDLG000210052947
29989073,922000002,CDNL,4.79,0.348,2017/1/3 16:23,20170103CDLG000210052947
30012630,914100104,CDNL,2.32,1,2017/1/3 16:23,20170103CDLG000210052947
30116866,914100003,CDNL,5.62,1,2017/1/3 16:23,20170103CDLG000210052947
29989071,922000002,CDNL,3.4,1.323,2017/1/3 16:23,20170103CDLG000210052947
30020281,923000101,CDNL,9.6,0.862,2017/1/3 16:23,20170103CDLG000210052947
30008041,910020202,CDNL,9.52,1,2017/1/3 16:23,20170103CDLG000210052948
29989098,922000001,CDNL,2.8,0.849,2017/1/3 16:24,20170103CDLG000210052949
30031113,923000006,CDNL,1,1,2017/1/3 16:24,20170103CDLG000210052949
29989089,922000000,CDNL,11.55,0.109,2017/1/3 16:24,20170103CDLG000210052949
29989076,922000006,CDNL,3.58,0.838,2017/1/3 16:24,20170103CDLG000210052949
30006041,915010000,CDNL,7.57,0.792,2017/1/3 16:25,20170103CDLG000210052950
30002251,912000100,CDNL,5.42,1,2017/1/3 16:25,20170103CDLG000210052951
29989156,923000000,CDNL,10.8,0.814,2017/1/3 16:26,20170103CDLG000210052952
30008676,912040001,CDNL,3.52,1,2017/1/3 16:26,20170103CDLG000210052952
30214187,912060304,CDNL,39.09,0.152,2017/1/3 16:26,20170103CDLG000210052952
30007561,910030102,CDNL,3.32,1,2017/1/3 16:26,20170103CDLG000210052952
30008389,912060302,CDNL,25.23,0.164,2017/1/3 16:26,20170103CDLG000210052952
30007675,913050103,CDNL,3.02,1,2017/1/3 16:26,20170103CDLG000210052953
30044266,912000103,CDNL,12.62,0.5,2017/1/3 16:26,20170103CDLG000210052953
30078085,912060303,CDNL,19.23,0.612,2017/1/3 16:26,20170103CDLG000210052953
30073663,912060303,CDNL,43.63,0.484,2017/1/3 16:26,20170103CDLG000210052953
30002537,912040107,CDNL,7.72,1,2017/1/3 16:26,20170103CDLG000210052953
30010445,912020101,CDNL,8.72,1,2017/1/3 16:26,20170103CDLG000210052953
30016984,913050103,CDNL,3.32,1,2017/1/3 16:26,20170103CDLG000210052953
30162126,912060303,CDNL,51.26,0.397,2017/1/3 16:26,20170103CDLG000210052953
30179390,912030200,CDNL,3.2,1,2017/1/3 16:26,20170103CDLG000210052953
30002417,912040201,CDNL,5.62,1,2017/1/3 16:26,20170103CDLG000210052953
30002534,912040105,CDNL,7.72,1,2017/1/3 16:26,20170103CDLG000210052953
30022232,960000000,CDNL,0.3,1,2017/1/3 16:26,20170103CDLG000210052953
30001796,912020102,CDNL,2,1,2017/1/3 16:26,20170103CDLG000210052953
30001796,912020102,CDNL,2,1,2017/1/3 16:26,20170103CDLG000210052953
30007679,913050103,CDNL,3.02,1,2017/1/3 16:26,20170103CDLG000210052953
30010245,912010004,CDNL,2.52,1,2017/1/3 16:26,20170103CDLG000210052953
30010245,912010004,CDNL,2.52,1,2017/1/3 16:26,20170103CDLG000210052953
30051143,912030004,CDNL,16.32,1,2017/1/3 16:26,20170103CDLG000210052953
30211256,931070003,CDNL,29.52,1,2017/1/3 16:29,20170103CDLG000210052954
29989824,931080003,CDNL,4.52,1,2017/1/3 16:29,20170103CDLG000210052954
30135547,930000201,CDNL,9.52,1,2017/1/3 16:29,20170103CDLG000210052954
30142024,910020202,CDNL,9.52,1,2017/1/3 16:30,20170103CDLG000210052955
30142024,910020202,CDNL,9.52,1,2017/1/3 16:30,20170103CDLG000210052955
30064497,910020204,CDNL,9.52,1,2017/1/3 16:30,20170103CDLG000210052955
30022232,960000000,CDNL,0.3,1,2017/1/3 16:30,20170103CDLG000210052956
29989077,922000008,CDNL,13.59,-0.544,2017/1/3 16:31,20170103CDLG000210052957
29989099,922000008,CDNL,1.58,-0.886,2017/1/3 16:31,20170103CDLG000210052957
30010045,911000000,CDNL,5.52,-1,2017/1/3 16:31,20170103CDLG000210052957
30022232,960000000,CDNL,0.3,-1,2017/1/3 16:31,20170103CDLG000210052957
30063823,914050100,CDNL,1.2,-1,2017/1/3 16:31,20170103CDLG000210052957
30023192,922000000,CDNL,9.62,-0.15,2017/1/3 16:31,20170103CDLG000210052957
30070164,914000001,CDNL,11.52,-1,2017/1/3 16:31,20170103CDLG000210052957
30136855,912060303,CDNL,17.43,-0.758,2017/1/3 16:31,20170103CDLG000210052957
29989059,922000003,CDNL,1.98,-1.869,2017/1/3 16:31,20170103CDLG000210052957
29989071,922000002,CDNL,3.4,-0.82,2017/1/3 16:31,20170103CDLG000210052957
30035851,930040204,CDNL,36.52,1,2017/1/3 16:31,20170103CDLG000210052958
30164949,930020500,CDNL,20.52,1,2017/1/3 16:31,20170103CDLG000210052958
30020269,923000101,CDNL,7.6,0.652,2017/1/3 16:31,20170103CDLG000210052958
29989136,923000006,CDNL,8.82,0.261,2017/1/3 16:31,20170103CDLG000210052958
30027007,923000006,CDNL,5.6,0.769,2017/1/3 16:31,20170103CDLG000210052958
30022233,960000000,CDNL,0.2,1,2017/1/3 16:31,20170103CDLG000210052958
29989105,922000000,CDNL,2.8,0.566,2017/1/3 16:34,20170103CDLG000210052959
29989083,922000000,CDNL,4.2,0.961,2017/1/3 16:34,20170103CDLG000210052959
29989065,922000000,CDNL,21.58,0.173,2017/1/3 16:34,20170103CDLG000210052959
29989065,922000000,CDNL,21.56,0.196,2017/1/3 16:34,20170103CDLG000210052959
29989048,922000001,CDNL,1.98,0.808,2017/1/3 16:34,20170103CDLG000210052959
29989071,922000002,CDNL,3.4,1.667,2017/1/3 16:34,20170103CDLG000210052959
29989077,922000008,CDNL,11.62,0.2,2017/1/3 16:36,20170103CDLG000210052961
30214801,925090000,CDNL,27.41,1.648,2017/1/3 16:36,20170103CDLG000210052961
30200160,912000104,CDNL,5.72,1,2017/1/3 16:39,20170103CDLG000210052963
30006297,914100000,CDNL,12.12,1,2017/1/3 16:39,20170103CDLG000210052963
30192720,914100004,CDNL,14.82,1,2017/1/3 16:39,20170103CDLG000210052963
30008090,910030001,CDNL,1.5,2,2017/1/3 16:41,20170103CDLG000210052964
30006263,914100001,CDNL,5.52,1,2017/1/3 16:41,20170103CDLG000210052964
30006246,914100001,CDNL,5.52,1,2017/1/3 16:41,20170103CDLG000210052964
30010575,930000202,CDNL,16.52,1,2017/1/3 16:43,20170103CDLG000210052965
30064378,931060101,CDNL,27.22,1,2017/1/3 16:43,20170103CDLG000210052965
30077548,930040100,CDNL,4.22,1,2017/1/3 16:43,20170103CDLG000210052965
30077550,930040100,CDNL,4.52,1,2017/1/3 16:43,20170103CDLG000210052965
30000880,930020101,CDNL,7.22,1,2017/1/3 16:43,20170103CDLG000210052965
30000880,930020101,CDNL,7.22,1,2017/1/3 16:43,20170103CDLG000210052965
30022232,960000000,CDNL,0.3,1,2017/1/3 16:43,20170103CDLG000210052965
30127854,930020600,CDNL,2.52,1,2017/1/3 16:43,20170103CDLG000210052965
30001585,910020300,CDNL,5.52,7,2017/1/3 16:49,20170103CDLG000210052966
30023187,922000003,CDNL,3.2,0.866,2017/1/3 16:50,20170103CDLG000210052967
30020145,915030104,CDNL,4.16,1.833,2017/1/3 16:53,20170103CDLG000210052968
30010587,914070201,CDNL,4.12,1,2017/1/3 16:54,20170103CDLG000210052969
30010587,914070201,CDNL,4.12,1,2017/1/3 16:54,20170103CDLG000210052969
30010587,914070201,CDNL,4.12,1,2017/1/3 16:54,20170103CDLG000210052969
30010587,914070201,CDNL,4.12,1,2017/1/3 16:54,20170103CDLG000210052969
30010587,914070201,CDNL,4.12,1,2017/1/3 16:54,20170103CDLG000210052969
30078251,912060008,CDNL,15.63,0.331,2017/1/3 16:54,20170103CDLG000210052969
30020635,912060005,CDNL,15.6,0.244,2017/1/3 16:54,20170103CDLG000210052969
29989143,923000001,CDNL,5,0.446,2017/1/3 16:56,20170103CDLG000210052970
29989157,923000000,CDNL,5.6,0.702,2017/1/3 16:56,20170103CDLG000210052970
30008276,911010501,CDNL,15.42,1.082,2017/1/3 17:01,20170103CDLG000210052971
30006039,915010001,CDNL,11.58,0.736,2017/1/3 17:01,20170103CDLG000210052971
29989157,923000000,CDNL,5.6,1.612,2017/1/3 17:02,20170103CDLG000210052972
30023041,923000006,CDNL,3.2,0.447,2017/1/3 17:03,20170103CDLG000210052973
30022232,960000000,CDNL,0.3,1,2017/1/3 17:03,20170103CDLG000210052973
29989152,923000001,CDNL,5.6,0.769,2017/1/3 17:03,20170103CDLG000210052973
30178069,912060303,CDNL,31.16,0.13,2017/1/3 17:03,20170103CDLG000210052973
29989157,923000000,CDNL,5.6,0.736,2017/1/3 17:03,20170103CDLG000210052973
29989172,923000002,CDNL,9.6,0.581,2017/1/3 17:03,20170103CDLG000210052973
30023197,922000003,CDNL,6.79,0.488,2017/1/3 17:03,20170103CDLG000210052973
30101778,915030000,CDNL,59.52,1,2017/1/3 17:05,20170103CDLG000210052974
30012187,910030000,CDNL,2.62,1,2017/1/3 17:06,20170103CDLG000210052975
30012187,910030000,CDNL,2.62,1,2017/1/3 17:06,20170103CDLG000210052975
30008077,910030001,CDNL,2.02,1,2017/1/3 17:06,20170103CDLG000210052975
30008077,910030001,CDNL,2.02,1,2017/1/3 17:06,20170103CDLG000210052975
29989157,923000000,CDNL,5.59,0.636,2017/1/3 17:06,20170103CDLG000210052975
30073663,912060303,CDNL,43.62,0.35,2017/1/3 17:09,20170103CDLG000210052976
30020145,915030104,CDNL,4.16,1.74,2017/1/3 17:09,20170103CDLG000210052976
30073663,912060303,CDNL,43.61,0.266,2017/1/3 17:11,20170103CDLG000210052978
30110333,930010002,CDNL,49.52,1,2017/1/3 17:11,20170103CDLG000210052978
30071903,930010000,CDNL,22.62,1,2017/1/3 17:11,20170103CDLG000210052978
30162126,912060303,CDNL,51.12,0.233,2017/1/3 17:11,20170103CDLG000210052978
30169440,912060303,CDNL,33.22,0.372,2017/1/3 17:11,20170103CDLG000210052978
30063989,930010005,CDNL,4.52,1,2017/1/3 17:11,20170103CDLG000210052978
30063989,930010005,CDNL,4.52,1,2017/1/3 17:11,20170103CDLG000210052978
29991800,930000202,CDNL,6.22,1,2017/1/3 17:11,20170103CDLG000210052978
29991800,930000202,CDNL,6.22,1,2017/1/3 17:11,20170103CDLG000210052978
30136855,912060303,CDNL,17.43,0.612,2017/1/3 17:12,20170103CDLG000210052979
30094140,912000107,CDNL,3.52,1,2017/1/3 17:12,20170103CDLG000210052979
30006040,915010000,CDNL,9.58,0.904,2017/1/3 17:12,20170103CDLG000210052979
30086243,912000107,CDNL,3.52,1,2017/1/3 17:12,20170103CDLG000210052979
30020269,923000101,CDNL,7.6,1.191,2017/1/3 17:17,20170103CDLG000210052980
29989056,922000001,CDNL,5.6,0.368,2017/1/3 17:17,20170103CDLG000210052980
29989157,923000000,CDNL,5.6,1.555,2017/1/3 17:17,20170103CDLG000210052980
29989157,923000000,CDNL,5.6,1.161,2017/1/3 7:25,20170103CDLG000310077028
29989157,923000000,CDNL,5.6,1.512,2017/1/3 7:25,20170103CDLG000310077028
29989157,923000000,CDNL,5.6,1.696,2017/1/3 7:25,20170103CDLG000310077028
30080875,930040206,CDNL,22.52,1,2017/1/3 7:28,20170103CDLG000310077029
30004003,914030002,CDNL,5.32,1,2017/1/3 7:28,20170103CDLG000310077030
30004112,914000000,CDNL,11.52,1,2017/1/3 7:28,20170103CDLG000310077030
30031936,912060400,CDNL,13.42,0.906,2017/1/3 7:28,20170103CDLG000310077030
30003833,914000300,CDNL,15.62,1,2017/1/3 7:28,20170103CDLG000310077030
29989059,922000003,CDNL,1.98,0.808,2017/1/3 7:29,20170103CDLG000310077031
30214313,930020502,CDNL,8.52,1,2017/1/3 7:30,20170103CDLG000310077032
29989059,922000003,CDNL,1.98,1.212,2017/1/3 7:30,20170103CDLG000310077032
30023041,923000006,CDNL,3.2,1.704,2017/1/3 7:31,20170103CDLG000310077033
29989076,922000006,CDNL,3.58,0.782,2017/1/3 7:31,20170103CDLG000310077033
30173848,920090000,CDNL,1.3,2,2017/1/3 7:31,20170103CDLG000310077033
30119297,930000201,CDNL,6.52,1,2017/1/3 7:31,20170103CDLG000310077033
30214802,925090000,CDNL,27.42,1.103,2017/1/3 7:31,20170103CDLG000310077034
30165692,931060122,CDNL,9.52,1,2017/1/3 7:31,20170103CDLG000310077034
30023187,922000003,CDNL,3.2,0.335,2017/1/3 7:32,20170103CDLG000310077035
29989071,922000002,CDNL,3.4,0.767,2017/1/3 7:32,20170103CDLG000310077035
30113344,912060303,CDNL,13.42,0.442,2017/1/3 7:34,20170103CDLG000310077036
30020249,923000002,CDNL,3.98,0.905,2017/1/3 7:34,20170103CDLG000310077036
29989058,922000001,CDNL,1.98,0.758,2017/1/3 7:34,20170103CDLG000310077036
29989102,922000001,CDNL,3.95,2.019,2017/1/3 7:34,20170103CDLG000310077037
30031738,915030101,CDNL,5.98,2.66,2017/1/3 7:36,20170103CDLG000310077038
30213314,914100000,CDNL,2.22,1,2017/1/3 7:37,20170103CDLG000310077039
29989161,923000006,CDNL,15.6,0.413,2017/1/3 7:37,20170103CDLG000310077039
30147127,910020300,CDNL,2.5,1,2017/1/3 7:37,20170103CDLG000310077039
29989231,924000005,CDNL,43.59,0.257,2017/1/3 7:37,20170103CDLG000310077039
29989540,924020000,CDNL,11.57,0.41,2017/1/3 7:40,20170103CDLG000310077040
29989068,922000004,CDNL,5.59,0.385,2017/1/3 7:40,20170103CDLG000310077040
29989105,922000000,CDNL,2.8,0.849,2017/1/3 7:40,20170103CDLG000310077040
30023041,923000006,CDNL,3.2,0.559,2017/1/3 7:41,20170103CDLG000310077041
29989161,923000006,CDNL,15.58,0.307,2017/1/3 7:41,20170103CDLG000310077041
30005877,914020100,CDNL,9.12,1,2017/1/3 7:41,20170103CDLG000310077041
30027007,923000006,CDNL,5.6,0.602,2017/1/3 7:41,20170103CDLG000310077041
30127852,930020600,CDNL,4.52,1,2017/1/3 7:41,20170103CDLG000310077041
30206392,930020502,CDNL,10.52,1,2017/1/3 7:41,20170103CDLG000310077041
29989133,923000006,CDNL,11.6,0.718,2017/1/3 7:41,20170103CDLG000310077041
30092224,912060303,CDNL,31.21,0.459,2017/1/3 7:41,20170103CDLG000310077041
29989083,922000000,CDNL,4.2,0.59,2017/1/3 7:42,20170103CDLG000310077042
29989071,922000002,CDNL,3.4,0.635,2017/1/3 7:42,20170103CDLG000310077042
29989082,922000000,CDNL,8.79,0.36,2017/1/3 7:42,20170103CDLG000310077042
30022232,960000000,CDNL,0.3,1,2017/1/3 7:43,20170103CDLG000310077043
29989105,922000000,CDNL,2.8,2.233,2017/1/3 7:43,20170103CDLG000310077043
29989059,922000003,CDNL,1.98,1.212,2017/1/3 7:43,20170103CDLG000310077043
29989059,922000003,CDNL,1.98,1.919,2017/1/3 7:43,20170103CDLG000310077043
30092224,912060303,CDNL,31.19,0.567,2017/1/3 7:43,20170103CDLG000310077043
30054569,931060302,CDNL,6.52,1,2017/1/3 7:43,20170103CDLG000310077044
30129232,931080003,CDNL,5.52,1,2017/1/3 7:43,20170103CDLG000310077044
29989540,924020000,CDNL,11.59,0.259,2017/1/3 7:43,20170103CDLG000310077044
30022233,960000000,CDNL,0.2,1,2017/1/3 7:43,20170103CDLG000310077044
30165691,931060121,CDNL,3.52,1,2017/1/3 7:43,20170103CDLG000310077044
29989172,923000002,CDNL,9.6,0.872,2017/1/3 7:43,20170103CDLG000310077044
30040629,922000005,CDNL,15.57,0.138,2017/1/3 7:43,20170103CDLG000310077044
29989077,922000008,CDNL,13.58,0.265,2017/1/3 7:46,20170103CDLG000310077045
30173850,920090000,CDNL,10.61,0.182,2017/1/3 7:46,20170103CDLG000310077045
29989063,922000000,CDNL,6.8,0.362,2017/1/3 7:46,20170103CDLG000310077045
30173848,920090000,CDNL,1.3,1,2017/1/3 7:46,20170103CDLG000310077045
29989113,922000002,CDNL,14.81,0.283,2017/1/3 7:46,20170103CDLG000310077045
29989058,922000001,CDNL,1.98,1.061,2017/1/3 7:46,20170103CDLG000310077045
29999817,930000201,CDNL,11.52,1,2017/1/3 7:51,20170103CDLG000310077047
30005965,914090003,CDNL,39.52,1,2017/1/3 7:51,20170103CDLG000310077047
29989091,922000000,CDNL,4.2,0.699,2017/1/3 7:51,20170103CDLG000310077047
30006314,915030306,CDNL,10.62,2.009,2017/1/3 7:51,20170103CDLG000310077047
30031870,915030401,CDNL,6.58,2.773,2017/1/3 7:51,20170103CDLG000310077047
30102550,930010005,CDNL,3.3,2,2017/1/3 7:51,20170103CDLG000310077047
30022232,960000000,CDNL,0.3,1,2017/1/3 7:51,20170103CDLG000310077047
30005764,914040300,CDNL,6.52,1,2017/1/3 7:51,20170103CDLG000310077047
30005764,914040300,CDNL,6.52,1,2017/1/3 7:51,20170103CDLG000310077047
30013008,914040100,CDNL,9.72,1,2017/1/3 7:51,20170103CDLG000310077047
30005778,914040001,CDNL,6.62,1,2017/1/3 7:51,20170103CDLG000310077047
30044849,914010000,CDNL,8.72,1,2017/1/3 7:51,20170103CDLG000310077047
30167408,914020201,CDNL,2.82,1,2017/1/3 7:51,20170103CDLG000310077047
29989059,922000003,CDNL,1.64,2.808,2017/1/3 7:51,20170103CDLG000310077047
30004013,914050002,CDNL,2.92,5,2017/1/3 7:51,20170103CDLG000310077047
29992327,930040001,CDNL,6.52,1,2017/1/3 7:51,20170103CDLG000310077048
29999817,930000201,CDNL,11.52,1,2017/1/3 7:51,20170103CDLG000310077048
29992336,930040001,CDNL,6.52,1,2017/1/3 7:51,20170103CDLG000310077048
29991823,930000204,CDNL,19.52,1,2017/1/3 7:51,20170103CDLG000310077048
29999697,930040002,CDNL,9.52,1,2017/1/3 7:51,20170103CDLG000310077048
30049700,930040000,CDNL,9.52,1,2017/1/3 7:51,20170103CDLG000310077048
30149264,931050202,CDNL,10.52,1,2017/1/3 7:52,20170103CDLG000310077049
29989116,922000002,CDNL,2.4,0.899,2017/1/3 7:52,20170103CDLG000310077049
29989116,922000002,CDNL,2.4,1.223,2017/1/3 7:52,20170103CDLG000310077049
30146445,931030200,CDNL,19.52,1,2017/1/3 7:52,20170103CDLG000310077049
30022232,960000000,CDNL,0.3,1,2017/1/3 7:52,20170103CDLG000310077049
30027007,923000006,CDNL,5.6,0.786,2017/1/3 7:52,20170103CDLG000310077049
30006343,915030400,CDNL,3.98,1.514,2017/1/3 7:52,20170103CDLG000310077049
29989058,922000001,CDNL,1.98,0.96,2017/1/3 7:52,20170103CDLG000310077049
29989059,922000003,CDNL,1.98,1.616,2017/1/3 7:52,20170103CDLG000310077049
30006040,915010000,CDNL,9.58,0.964,2017/1/3 7:52,20170103CDLG000310077049
30202892,914040302,CDNL,6.32,1,2017/1/3 7:52,20170103CDLG000310077049
29989083,922000000,CDNL,4.2,0.153,2017/1/3 7:58,20170103CDLG000310077050
29989613,922000005,CDNL,2.8,0.723,2017/1/3 7:58,20170103CDLG000310077050
30006041,915010000,CDNL,7.57,0.415,2017/1/3 7:58,20170103CDLG000310077050
30026255,915030104,CDNL,4,2.283,2017/1/3 7:58,20170103CDLG000310077050
29989062,922000000,CDNL,9.62,0.1,2017/1/3 7:58,20170103CDLG000310077050
30023195,922000001,CDNL,1.98,0.909,2017/1/3 7:58,20170103CDLG000310077050
29989059,922000003,CDNL,1.98,1.414,2017/1/3 7:58,20170103CDLG000310077050
29989071,922000002,CDNL,3.4,1.323,2017/1/3 7:58,20170103CDLG000310077050
29989613,922000005,CDNL,2.8,1.415,2017/1/3 8:01,20170103CDLG000310077051
30023187,922000003,CDNL,3.2,0.67,2017/1/3 8:01,20170103CDLG000310077051
29989105,922000000,CDNL,2.8,1.572,2017/1/3 8:01,20170103CDLG000310077051
29989058,922000001,CDNL,1.98,0.96,2017/1/3 8:01,20170103CDLG000310077051
29989540,924020000,CDNL,11.58,0.276,2017/1/3 8:01,20170103CDLG000310077052
29989105,922000000,CDNL,2.8,1.132,2017/1/3 8:01,20170103CDLG000310077052
29989071,922000002,CDNL,3.4,1.005,2017/1/3 8:01,20170103CDLG000310077052
30031870,915030401,CDNL,6.58,2.787,2017/1/3 8:02,20170103CDLG000310077053
30091811,915030202,CDNL,10.98,1.453,2017/1/3 8:02,20170103CDLG000310077053
30179532,915000106,CDNL,13.56,0.33,2017/1/3 8:02,20170103CDLG000310077053
30006329,915030303,CDNL,13.58,0.996,2017/1/3 8:02,20170103CDLG000310077053
30026116,915030102,CDNL,14.38,1.545,2017/1/3 8:02,20170103CDLG000310077053
30162085,930040104,CDNL,21.52,1,2017/1/3 8:04,20170103CDLG000310077054
30000820,930020003,CDNL,30.65,2,2017/1/3 8:04,20170103CDLG000310077055
30014686,931000301,CDNL,14.12,1,2017/1/3 8:05,20170103CDLG000310077056
29990870,930010002,CDNL,34.52,1,2017/1/3 8:07,20170103CDLG000310077057
29989072,922000002,CDNL,0.78,0.641,2017/1/3 8:08,20170103CDLG000310077059
30113909,930020001,CDNL,9.52,1,2017/1/3 8:08,20170103CDLG000310077059
30167079,930020502,CDNL,11.52,1,2017/1/3 8:08,20170103CDLG000310077059
29989047,922000000,CDNL,17.64,0.111,2017/1/3 8:09,20170103CDLG000310077060
29989071,922000002,CDNL,3.4,0.979,2017/1/3 8:09,20170103CDLG000310077060
29989613,922000005,CDNL,2.8,0.692,2017/1/3 8:12,20170103CDLG000310077062
30006039,915010001,CDNL,11.58,0.736,2017/1/3 8:12,20170103CDLG000310077062
29989049,922000001,CDNL,1.98,0.657,2017/1/3 8:12,20170103CDLG000310077062
29989065,922000000,CDNL,21.61,0.191,2017/1/3 8:12,20170103CDLG000310077062
30023201,922000002,CDNL,8.79,0.36,2017/1/3 8:12,20170103CDLG000310077062
30214817,925090000,CDNL,39.41,0.428,2017/1/3 8:12,20170103CDLG000310077062
29989085,922000002,CDNL,1.18,0.932,2017/1/3 8:12,20170103CDLG000310077062
30070164,914000001,CDNL,11.52,1,2017/1/3 8:12,20170103CDLG000310077062
29989058,922000001,CDNL,1.98,1.01,2017/1/3 8:12,20170103CDLG000310077062
29989059,922000003,CDNL,1.98,1.313,2017/1/3 8:12,20170103CDLG000310077062
30000895,930020104,CDNL,7.12,1,2017/1/3 8:12,20170103CDLG000310077062
30023197,922000003,CDNL,6.79,0.265,2017/1/3 8:12,20170103CDLG000310077062
30118705,912060301,CDNL,31.22,0.905,2017/1/3 8:12,20170103CDLG000310077062
30205566,936000500,CDNL,18.42,1,2017/1/3 8:12,20170103CDLG000310077062
30214804,925090000,CDNL,33.4,0.476,2017/1/3 8:12,20170103CDLG000310077062
30031870,915030401,CDNL,6.58,2.141,2017/1/3 8:12,20170103CDLG000310077063
30214817,925090000,CDNL,39.42,2.08,2017/1/3 8:12,20170103CDLG000310077063
30022974,915030404,CDNL,6.18,2.226,2017/1/3 8:12,20170103CDLG000310077063
29989059,922000003,CDNL,1.98,2.071,2017/1/3 8:12,20170103CDLG000310077063
30031738,915030101,CDNL,4.92,2.264,2017/1/3 8:13,20170103CDLG000310077064
30169542,931070104,CDNL,3.42,1,2017/1/3 8:13,20170103CDLG000310077065
30169542,931070104,CDNL,3.42,1,2017/1/3 8:13,20170103CDLG000310077065
30148575,931050304,CDNL,4.52,1,2017/1/3 8:13,20170103CDLG000310077065
30214817,925090000,CDNL,39.42,1.644,2017/1/3 8:14,20170103CDLG000310077067
30022232,960000000,CDNL,0.3,1,2017/1/3 8:16,20170103CDLG000310077068
29989059,922000003,CDNL,1.98,1.616,2017/1/3 8:18,20170103CDLG000310077069
29989157,923000000,CDNL,5.6,1.823,2017/1/3 8:18,20170103CDLG000310077069
29989077,922000008,CDNL,13.6,0.422,2017/1/3 8:21,20170103CDLG000310077070
30214817,925090000,CDNL,39.42,1.082,2017/1/3 8:21,20170103CDLG000310077070
29989059,922000003,CDNL,1.98,1.111,2017/1/3 8:21,20170103CDLG000310077070
30023041,923000006,CDNL,3.2,1.425,2017/1/3 8:23,20170103CDLG000310077071
29989060,922000000,CDNL,9.63,0.08,2017/1/3 8:23,20170103CDLG000310077071
29989153,923000006,CDNL,7.6,0.902,2017/1/3 8:23,20170103CDLG000310077071
29989048,922000001,CDNL,1.98,0.354,2017/1/3 8:23,20170103CDLG000310077071
29989059,922000003,CDNL,1.98,0.707,2017/1/3 8:23,20170103CDLG000310077071
29989059,922000003,CDNL,1.98,1.515,2017/1/3 8:23,20170103CDLG000310077071
30173849,920090000,CDNL,0.5,2,2017/1/3 8:23,20170103CDLG000310077071
30023041,923000006,CDNL,3.2,2.207,2017/1/3 8:25,20170103CDLG000310077072
29989058,922000001,CDNL,1.98,1.111,2017/1/3 8:25,20170103CDLG000310077072
29989058,922000001,CDNL,1.98,1.162,2017/1/3 8:25,20170103CDLG000310077072
29989059,922000003,CDNL,1.98,1.515,2017/1/3 8:25,20170103CDLG000310077072
30214826,925090000,CDNL,55.56,0.027,2017/1/3 8:26,20170103CDLG000310077074
30214809,925090000,CDNL,31.42,1.596,2017/1/3 8:26,20170103CDLG000310077074
29989059,922000003,CDNL,1.98,1.111,2017/1/3 8:26,20170103CDLG000310077074
29989059,922000003,CDNL,1.98,1.465,2017/1/3 8:26,20170103CDLG000310077074
29989083,922000000,CDNL,4.2,0.983,2017/1/3 8:26,20170103CDLG000310077075
29989059,922000003,CDLG,1.98,1.162,2017/1/3 8:26,20170103CDLG000310077075
29989059,922000003,CDLG,1.98,1.263,2017/1/3 8:26,20170103CDLG000310077075
29989059,922000003,CDLG,1.98,1.566,2017/1/3 8:26,20170103CDLG000310077075
30008077,910030001,CDLG,1.95,19,2017/1/3 8:33,20170103CDLG000310077077
30165986,914000002,CDLG,9.52,1,2017/1/3 8:33,20170103CDLG000310077077
29989151,923000002,CDLG,7.59,0.464,2017/1/3 8:33,20170103CDLG000310077077
30178460,931060400,CDLG,6.52,1,2017/1/3 8:33,20170103CDLG000310077077
30178460,931060400,CDLG,6.52,1,2017/1/3 8:33,20170103CDLG000310077077
30022232,960000000,CDLG,0.3,1,2017/1/3 8:33,20170103CDLG000310077077
30027007,923000006,CDLG,5.6,0.853,2017/1/3 8:33,20170103CDLG000310077077
30212907,931080104,CDLG,9.52,1,2017/1/3 8:33,20170103CDLG000310077077
30212907,931080104,CDLG,9.52,1,2017/1/3 8:33,20170103CDLG000310077077
30212907,931080104,CDLG,9.52,1,2017/1/3 8:33,20170103CDLG000310077077
30163281,914010000,CDLG,2,1,2017/1/3 8:33,20170103CDLG000310077077
30163281,914010000,CDLG,2,1,2017/1/3 8:33,20170103CDLG000310077077
30002828,913020100,CDLG,14.52,1,2017/1/3 8:33,20170103CDLG000310077077
